Batch_Number,Date,Drug_Name,MRP_Unit_Price,Qty_Sold,Total_Amount,Transaction_ID
DOL-2305-67,2023-07-02,Dolo 650,30.0,3,90.0,TXN-11802
AZI-2306-16,2023-07-02,Azithral 500,118.5,3,355.5,TXN-11803
DOL-2306-47,2023-07-03,Dolo 650,30.0,7,210.0,TXN-11804
PAN-2306-73,2023-07-03,Pan 40,155.0,5,775.0,TXN-11805
GEN-11806,2023-07-03,Allegra 120,198.0,5,990.0,TXN-11806
PAN-2306-73,2023-07-03,Pan 40,155.0,1,155.0,TXN-11807
PAN-2305-20,2023-07-03,Pan 40,155.0,4,620.0,TXN-11808
PAN-2306-73,2023-07-03,Pan 40,155.0,1,155.0,TXN-11809
GEN-11810,2023-07-03,Telma 40,220.0,5,1100.0,TXN-11810
DOL-2306-47,2023-07-03,Dolo 650,30.0,6,180.0,TXN-11811
TEL-2306-65,2023-07-04,Telma 40,220.0,3,660.0,TXN-11812
ALL-2306-84,2023-07-04,Allegra 120,198.0,5,990.0,TXN-11813
ALL-2306-14,2023-07-04,Allegra 120,198.0,1,198.0,TXN-11814
ALL-2307-47,2023-07-04,Allegra 120,198.0,3,594.0,TXN-11815
GEN-11816,2023-07-04,Pan 40,155.0,1,155.0,TXN-11816
TEL-2306-65,2023-07-04,Telma 40,220.0,3,660.0,TXN-11817
PAN-2306-73,2023-07-04,Pan 40,155.0,4,620.0,TXN-11818
GLY-2307-71,2023-07-04,Glycomet 500,22.5,3,67.5,TXN-11819
TEL-2307-85,2023-07-04,Telma 40,220.0,1,220.0,TXN-11820
TEL-2307-85,2023-07-04,Telma 40,220.0,2,440.0,TXN-11821
GEN-11822,2023-07-04,Pan 40,155.0,1,155.0,TXN-11822
AZI-2306-19,2023-07-05,Azithral 500,118.5,4,474.0,TXN-11823
PAN-2306-73,2023-07-05,Pan 40,155.0,3,465.0,TXN-11824
ALL-2306-14,2023-07-05,Allegra 120,198.0,2,396.0,TXN-11825
TEL-2307-85,2023-07-05,Telma 40,220.0,3,660.0,TXN-11826
GEN-11827,2023-07-05,Dolo 650,30.0,5,150.0,TXN-11827
GLY-2306-20,2023-07-05,Glycomet 500,22.5,1,22.5,TXN-11828
PAN-2307-41,2023-07-05,Pan 40,155.0,5,775.0,TXN-11829
TEL-2306-65,2023-07-06,Telma 40,220.0,4,880.0,TXN-11830
ALL-2306-14,2023-07-06,Allegra 120,198.0,1,198.0,TXN-11831
AZI-2307-51,2023-07-06,Azithral 500,118.5,4,474.0,TXN-11832
GEN-11833,2023-07-06,Dolo 650,30.0,7,210.0,TXN-11833
ALL-2306-14,2023-07-06,Allegra 120,198.0,5,990.0,TXN-11834
AZI-2306-19,2023-07-06,Azithral 500,118.5,3,355.5,TXN-11835
TEL-2307-85,2023-07-06,Telma 40,220.0,2,440.0,TXN-11836
GLY-2306-20,2023-07-06,Glycomet 500,22.5,2,45.0,TXN-11837
GLY-2306-20,2023-07-06,Glycomet 500,22.5,5,112.5,TXN-11838
GLY-2306-20,2023-07-06,Glycomet 500,22.5,5,112.5,TXN-11839
TEL-2306-18,2023-07-06,Telma 40,220.0,5,1100.0,TXN-11840
GLY-2307-71,2023-07-06,Glycomet 500,22.5,3,67.5,TXN-11841
PAN-2306-73,2023-07-06,Pan 40,155.0,2,310.0,TXN-11842
PAN-2306-73,2023-07-06,Pan 40,155.0,4,620.0,TXN-11843
PAN-2307-41,2023-07-06,Pan 40,155.0,2,310.0,TXN-11844
AZI-2307-51,2023-07-07,Azithral 500,118.5,5,592.5,TXN-11845
TEL-2306-18,2023-07-07,Telma 40,220.0,4,880.0,TXN-11846
TEL-2307-85,2023-07-07,Telma 40,220.0,5,1100.0,TXN-11847
TEL-2306-65,2023-07-07,Telma 40,220.0,5,1100.0,TXN-11848
TEL-2306-18,2023-07-07,Telma 40,220.0,5,1100.0,TXN-11849
TEL-2307-85,2023-07-07,Telma 40,220.0,1,220.0,TXN-11850
DOL-2307-25,2023-07-07,Dolo 650,30.0,8,240.0,TXN-11851
ALL-2306-14,2023-07-07,Allegra 120,198.0,3,594.0,TXN-11852
AZI-2306-19,2023-07-07,Azithral 500,118.5,1,118.5,TXN-11853
TEL-2306-18,2023-07-07,Telma 40,220.0,1,220.0,TXN-11854
TEL-2306-65,2023-07-07,Telma 40,220.0,5,1100.0,TXN-11855
AZI-2306-19,2023-07-07,Azithral 500,118.5,2,237.0,TXN-11856
TEL-2306-18,2023-07-07,Telma 40,220.0,4,880.0,TXN-11857
DOL-2307-25,2023-07-08,Dolo 650,30.0,9,270.0,TXN-11858
PAN-2306-73,2023-07-08,Pan 40,155.0,5,775.0,TXN-11859
GEN-11860,2023-07-08,Glycomet 500,22.5,2,45.0,TXN-11860
GLY-2306-20,2023-07-08,Glycomet 500,22.5,5,112.5,TXN-11861
GLY-2306-76,2023-07-08,Glycomet 500,22.5,5,112.5,TXN-11862
PAN-2306-73,2023-07-08,Pan 40,155.0,2,310.0,TXN-11863
TEL-2307-85,2023-07-08,Telma 40,220.0,4,880.0,TXN-11864
GEN-11865,2023-07-08,Allegra 120,198.0,3,594.0,TXN-11865
TEL-2306-18,2023-07-08,Telma 40,220.0,2,440.0,TXN-11866
TEL-2306-65,2023-07-08,Telma 40,220.0,2,440.0,TXN-11867
ALL-2306-84,2023-07-08,Allegra 120,198.0,5,990.0,TXN-11868
GEN-11869,2023-07-08,Telma 40,220.0,5,1100.0,TXN-11869
PAN-2306-73,2023-07-08,Pan 40,155.0,1,155.0,TXN-11870
ALL-2307-47,2023-07-09,Allegra 120,198.0,5,990.0,TXN-11871
AZI-2306-19,2023-07-09,Azithral 500,118.5,2,237.0,TXN-11872
ALL-2306-84,2023-07-09,Allegra 120,198.0,1,198.0,TXN-11873
PAN-2306-73,2023-07-09,Pan 40,155.0,2,310.0,TXN-11874
GEN-11875,2023-07-09,Allegra 120,198.0,3,594.0,TXN-11875
GEN-11876,2023-07-09,Glycomet 500,22.5,2,45.0,TXN-11876
GLY-2307-71,2023-07-09,Glycomet 500,22.5,2,45.0,TXN-11877
AZI-2307-51,2023-07-09,Azithral 500,118.5,1,118.5,TXN-11878
GLY-2306-76,2023-07-09,Glycomet 500,22.5,2,45.0,TXN-11879
TEL-2307-85,2023-07-09,Telma 40,220.0,1,220.0,TXN-11880
ALL-2307-47,2023-07-09,Allegra 120,198.0,5,990.0,TXN-11881
TEL-2306-65,2023-07-09,Telma 40,220.0,4,880.0,TXN-11882
TEL-2307-85,2023-07-09,Telma 40,220.0,4,880.0,TXN-11883
DOL-2306-47,2023-07-10,Dolo 650,30.0,7,210.0,TXN-11884
AZI-2306-19,2023-07-10,Azithral 500,118.5,4,474.0,TXN-11885
DOL-2307-25,2023-07-10,Dolo 650,30.0,4,120.0,TXN-11886
ALL-2306-84,2023-07-10,Allegra 120,198.0,2,396.0,TXN-11887
TEL-2307-85,2023-07-10,Telma 40,220.0,5,1100.0,TXN-11888
DOL-2306-93,2023-07-10,Dolo 650,30.0,10,300.0,TXN-11889
GEN-11890,2023-07-10,Dolo 650,30.0,7,210.0,TXN-11890
PAN-2307-41,2023-07-10,Pan 40,155.0,3,465.0,TXN-11891
TEL-2307-85,2023-07-10,Telma 40,220.0,4,880.0,TXN-11892
TEL-2307-85,2023-07-10,Telma 40,220.0,3,660.0,TXN-11893
DOL-2307-25,2023-07-10,Dolo 650,30.0,5,150.0,TXN-11894
ALL-2307-47,2023-07-10,Allegra 120,198.0,2,396.0,TXN-11895
AZI-2306-16,2023-07-11,Azithral 500,118.5,2,237.0,TXN-11896
AZI-2307-51,2023-07-11,Azithral 500,118.5,3,355.5,TXN-11897
GLY-2306-20,2023-07-11,Glycomet 500,22.5,2,45.0,TXN-11898
GLY-2306-20,2023-07-11,Glycomet 500,22.5,5,112.5,TXN-11899
TEL-2307-85,2023-07-11,Telma 40,220.0,4,880.0,TXN-11900
GLY-2306-20,2023-07-11,Glycomet 500,22.5,1,22.5,TXN-11901
PAN-2306-73,2023-07-12,Pan 40,155.0,5,775.0,TXN-11902
PAN-2306-73,2023-07-12,Pan 40,155.0,3,465.0,TXN-11903
GEN-11904,2023-07-12,Pan 40,155.0,5,775.0,TXN-11904
DOL-2306-93,2023-07-12,Dolo 650,30.0,5,150.0,TXN-11905
GEN-11906,2023-07-12,Allegra 120,198.0,1,198.0,TXN-11906
GLY-2306-20,2023-07-12,Glycomet-500,22.5,5,112.5,TXN-11907
ALL-2307-47,2023-07-13,Allegra 120,198.0,4,792.0,TXN-11908
AZI-2307-51,2023-07-13,Azithral 500,118.5,1,118.5,TXN-11909
TEL-2306-18,2023-07-13,Telma 40,220.0,2,440.0,TXN-11910
DOL-2307-25,2023-07-13,Dolo 650,30.0,7,210.0,TXN-11911
GLY-2307-71,2023-07-13,Glycomet 500,22.5,5,112.5,TXN-11912
PAN-2306-73,2023-07-13,Pan 40,,1,,TXN-11913
GLY-2306-20,2023-07-13,Glycomet 500,22.5,3,67.5,TXN-11914
GLY-2307-71,2023-07-13,Glycomet 500,22.5,1,22.5,TXN-11915
GLY-2307-71,2023-07-13,Glycomet 500,22.5,5,112.5,TXN-11916
PAN-2306-73,2023-07-13,Pan 40,155.0,5,775.0,TXN-11917
GLY-2306-76,2023-07-13,Glycomet 500,22.5,1,22.5,TXN-11918
DOL-2306-47,2023-07-13,Dolo 650,30.0,6,180.0,TXN-11919
GLY-2307-71,2023-07-13,Glycomet 500,22.5,3,67.5,TXN-11920
PAN-2306-73,2023-07-14,Pan 40,155.0,4,620.0,TXN-11921
GLY-2306-76,2023-07-14,Glycomet 500,22.5,2,45.0,TXN-11922
GLY-2306-20,2023-07-14,Glycomet 500,22.5,1,22.5,TXN-11923
GEN-11924,2023-07-14,Azithral 500,118.5,1,118.5,TXN-11924
GLY-2306-76,2023-07-14,Glycomet 500,22.5,1,22.5,TXN-11925
DOL-2306-47,2023-07-14,Dolo 650,30.0,7,210.0,TXN-11926
TEL-2307-85,2023-07-14,Telma 40,220.0,3,660.0,TXN-11927
TEL-2306-65,2023-07-14,Telma 40,220.0,5,1100.0,TXN-11928
GEN-11929,2023-07-14,Azithral 500,118.5,3,355.5,TXN-11929
AZI-2306-16,2023-07-14,Azithral 500,118.5,1,118.5,TXN-11930
TEL-2307-85,2023-07-14,Telma 40,220.0,1,220.0,TXN-11931
DOL-2307-25,2023-07-15,Dolo 650,30.0,10,300.0,TXN-11932
ALL-2306-84,2023-07-15,Allegra 120,198.0,5,990.0,TXN-11933
PAN-2306-73,2023-07-15,Pan 40,155.0,5,775.0,TXN-11934
AZI-2306-19,2023-07-15,Azithral 500,118.5,2,237.0,TXN-11935
TEL-2306-18,2023-07-15,Telma 40,220.0,4,880.0,TXN-11936
PAN-2306-73,2023-07-15,Pan 40,155.0,5,775.0,TXN-11937
TEL-2306-65,2023-07-15,Telma 40,220.0,3,660.0,TXN-11938
GLY-2307-71,2023-07-15,Glycomet 500,22.5,5,112.5,TXN-11939
ALL-2307-47,2023-07-15,Allegra 120,198.0,3,594.0,TXN-11940
AZI-2306-19,2023-07-15,Azithral 500,118.5,2,237.0,TXN-11941
ALL-2306-14,2023-07-15,Allegra 120,198.0,4,792.0,TXN-11942
ALL-2307-47,2023-07-15,Allegra 120,198.0,5,990.0,TXN-11943
GLY-2306-76,2023-07-16,Glycomet 500,22.5,1,22.5,TXN-11944
TEL-2307-85,2023-07-16,Telma 40,,4,,TXN-11945
TEL-2307-85,2023-07-16,Telma 40,220.0,3,660.0,TXN-11946
TEL-2306-18,2023-07-16,Telma 40,220.0,1,220.0,TXN-11947
DOL-2307-25,2023-07-16,Dolo 650,30.0,7,210.0,TXN-11948
DOL-2307-25,2023-07-16,Dolo 650,30.0,10,300.0,TXN-11949
PAN-2306-73,2023-07-16,Pan 40,155.0,1,155.0,TXN-11950
TEL-2307-85,2023-07-16,Telma 40,220.0,5,1100.0,TXN-11951
PAN-2307-41,2023-07-16,Pan 40,155.0,1,155.0,TXN-11952
DOL-2307-25,2023-07-16,Dolo 650,30.0,8,240.0,TXN-11953
GEN-11954,2023-07-17,Telma 40,220.0,1,220.0,TXN-11954
GLY-2307-71,2023-07-17,Glycomet 500,22.5,5,112.5,TXN-11955
AZI-2306-16,2023-07-17,Azithral 500,118.5,2,237.0,TXN-11956
TEL-2307-85,2023-07-17,Telma 40,220.0,4,880.0,TXN-11957
AZI-2306-16,2023-07-17,Azithral 500,118.5,4,474.0,TXN-11958
AZI-2306-19,2023-07-17,Azithral 500,118.5,2,237.0,TXN-11959
DOL-2306-47,2023-07-17,Dolo 650,30.0,5,150.0,TXN-11960
GEN-11961,2023-07-17,Pan 40,155.0,2,310.0,TXN-11961
GEN-11962,2023-07-17,Pan 40,155.0,2,310.0,TXN-11962
GLY-2306-20,2023-07-17,Glycomet 500,22.5,2,45.0,TXN-11963
TEL-2306-18,2023-07-17,Telma 40,220.0,3,660.0,TXN-11964
ALL-2306-84,2023-07-17,Allegra 120,198.0,1,198.0,TXN-11965
TEL-2307-62,2023-07-18,Telma 40,220.0,4,880.0,TXN-11966
GEN-11967,2023-07-18,Dolo 650,30.0,7,210.0,TXN-11967
ALL-2306-84,2023-07-18,Allegra 120,198.0,1,198.0,TXN-11968
GLY-2307-43,2023-07-18,Glycomet 500,22.5,1,22.5,TXN-11969
ALL-2306-84,2023-07-18,Allegra 120,198.0,1,198.0,TXN-11970
DOL-2307-98,2023-07-18,Dolo 650,30.0,10,300.0,TXN-11971
AZI-2307-51,2023-07-18,Azithral 500,118.5,3,355.5,TXN-11972
GLY-2307-43,2023-07-18,Glycomet 500,22.5,5,112.5,TXN-11973
ALL-2307-16,2023-07-18,Allegra 120,198.0,1,198.0,TXN-11974
GLY-2306-20,2023-07-18,Glycomet 500,22.5,3,67.5,TXN-11975
DOL-2306-47,2023-07-18,Dolo 650,30.0,9,270.0,TXN-11976
ALL-2307-16,2023-07-18,Allegra 120,198.0,1,198.0,TXN-11977
TEL-2307-85,2023-07-18,Telma 40,220.0,2,440.0,TXN-11978
AZI-2307-67,2023-07-18,Azithral 500,118.5,2,237.0,TXN-11979
GLY-2307-71,2023-07-18,Glycomet 500,22.5,1,22.5,TXN-11980
AZI-2306-16,2023-07-19,Azithral 500,118.5,4,474.0,TXN-11981
DOL-2306-47,2023-07-19,Dolo 650,30.0,6,180.0,TXN-11982
PAN-2307-41,2023-07-19,Pan 40,155.0,1,155.0,TXN-11983
AZI-2306-16,2023-07-19,Azithral 500,118.5,5,592.5,TXN-11984
TEL-2307-62,2023-07-19,Telma 40,220.0,1,220.0,TXN-11985
PAN-2307-41,2023-07-20,Pan 40,155.0,4,620.0,TXN-11986
ALL-2306-84,2023-07-20,Allegra 120,198.0,3,594.0,TXN-11987
PAN-2306-73,2023-07-20,Pan 40,155.0,2,310.0,TXN-11988
GLY-2307-71,2023-07-20,Glycomet 500,22.5,2,45.0,TXN-11989
TEL-2306-65,2023-07-20,Telma 40,220.0,1,220.0,TXN-11990
PAN-2306-73,2023-07-20,Pan 40,155.0,5,775.0,TXN-11991
ALL-2307-16,2023-07-20,Allegra 120,198.0,3,594.0,TXN-11992
ALL-2307-16,2023-07-20,Allegra 120,198.0,1,198.0,TXN-11993
TEL-2307-62,2023-07-20,Telma 40,220.0,2,440.0,TXN-11994
GEN-11995,2023-07-20,Telma 40,220.0,5,1100.0,TXN-11995
DOL-2306-47,2023-07-20,Dolo 650,30.0,6,180.0,TXN-11996
TEL-2306-65,2023-07-20,Telma 40,220.0,5,1100.0,TXN-11997
GLY-2306-20,2023-07-21,Glycomet 500,22.5,4,90.0,TXN-11998
GEN-11999,2023-07-21,Allegra 120,198.0,2,396.0,TXN-11999
TEL-2306-65,2023-07-21,Telma 40,220.0,1,220.0,TXN-12000
ALL-2306-84,2023-07-21,Allegra 120,198.0,2,396.0,TXN-12001
GLY-2307-71,2023-07-21,Glycomet 500,22.5,1,22.5,TXN-12002
DOL-2307-25,2023-07-21,Dolo 650,30.0,8,240.0,TXN-12003
AZI-2307-67,2023-07-21,Azithral 500,118.5,3,355.5,TXN-12004
ALL-2306-84,2023-07-21,Allegra 120,198.0,4,792.0,TXN-12005
TEL-2307-85,2023-07-21,Telma 40,220.0,4,880.0,TXN-12006
AZI-2306-16,2023-07-21,Azithral 500,118.5,1,118.5,TXN-12007
DOL-2307-98,2023-07-21,Dolo 650,30.0,6,180.0,TXN-12008
TEL-2307-62,2023-07-21,Telma 40,220.0,4,880.0,TXN-12009
PAN-2307-94,2023-07-21,Pan 40,155.0,4,620.0,TXN-12010
TEL-2306-65,2023-07-21,Telma 40,220.0,2,440.0,TXN-12011
GLY-2306-20,2023-07-22,Glycomet 500,22.5,5,112.5,TXN-12012
PAN-2307-41,2023-07-22,Pan 40,155.0,3,465.0,TXN-12013
GEN-12014,2023-07-22,Glycomet 500,22.5,3,67.5,TXN-12014
PAN-2306-73,2023-07-22,Pan 40,155.0,1,155.0,TXN-12015
DOL-2306-47,2023-07-22,Dolo 650,30.0,7,210.0,TXN-12016
ALL-2306-84,2023-07-22,Allegra 120,198.0,2,396.0,TXN-12017
TEL-2307-85,2023-07-22,Telma 40,220.0,4,880.0,TXN-12018
DOL-2307-25,2023-07-22,Dolo 650,300.0,7,2100.0,TXN-12019
ALL-2307-16,2023-07-22,Allegra 120,198.0,3,594.0,TXN-12020
GEN-12021,2023-07-22,Telma 40,220.0,4,880.0,TXN-12021
DOL-2307-98,2023-07-22,Dolo 650,30.0,9,270.0,TXN-12022
AZI-2307-67,2023-07-23,Azithral 500,118.5,5,592.5,TXN-12023
GLY-2306-20,2023-07-23,Glycomet 500,22.5,4,90.0,TXN-12024
AZI-2306-16,2023-07-23,Azithral 500,118.5,5,592.5,TXN-12025
DOL-2307-25,2023-07-23,Dolo 650,30.0,7,210.0,TXN-12026
TEL-2306-65,2023-07-23,Telma 40,220.0,4,880.0,TXN-12027
AZI-2306-16,2023-07-24,Azithral 500,118.5,4,474.0,TXN-12028
ALL-2306-84,2023-07-24,Allegra 120,198.0,1,198.0,TXN-12029
ALL-2306-84,2023-07-24,Allegra 120,198.0,4,792.0,TXN-12030
GLY-2307-43,2023-07-24,Glycomet 500,22.5,3,67.5,TXN-12031
TEL-2306-65,2023-07-24,Telma 40,220.0,3,660.0,TXN-12032
TEL-2307-62,2023-07-24,Telma 40,220.0,4,880.0,TXN-12033
AZI-2307-51,2023-07-24,Azithral 500,118.5,3,355.5,TXN-12034
TEL-2306-65,2023-07-24,Telma 40,220.0,5,1100.0,TXN-12035
GLY-2307-71,2023-07-24,Glycomet 500,22.5,1,22.5,TXN-12036
GEN-12037,2023-07-25,Telma 40,220.0,5,1100.0,TXN-12037
AZI-2307-67,2023-07-25,Azithral 500,118.5,2,237.0,TXN-12038
ALL-2307-47,2023-07-25,Allegra 120,198.0,1,198.0,TXN-12039
TEL-2306-65,2023-07-25,Telma 40,220.0,1,220.0,TXN-12040
AZI-2307-67,2023-07-25,Azithral 500,118.5,4,474.0,TXN-12041
GLY-2306-20,2023-07-25,Glycomet 500,22.5,2,45.0,TXN-12042
PAN-2306-73,2023-07-25,Pan 40,155.0,3,465.0,TXN-12043
PAN-2307-94,2023-07-26,Pan 40,,3,,TXN-12044
GEN-12045,2023-07-26,Telma 40,220.0,2,440.0,TXN-12045
AZI-2307-51,2023-07-26,Azithral 500,118.5,3,355.5,TXN-12046
PAN-2307-41,2023-07-26,Pan 40,155.0,4,620.0,TXN-12047
GLY-2307-43,2023-07-26,Glycomet 500,22.5,2,45.0,TXN-12048
GEN-12049,2023-07-26,Azithral 500,118.5,5,592.5,TXN-12049
DOL-2306-47,2023-07-26,Dolo 650,30.0,3,90.0,TXN-12050
PAN-2307-41,2023-07-26,Pan 40,155.0,4,620.0,TXN-12051
GLY-2307-71,2023-07-26,Glycomet-500,22.5,2,45.0,TXN-12052
PAN-2306-73,2023-07-26,Pan 40,155.0,2,310.0,TXN-12053
GLY-2306-20,2023-07-26,Glycomet 500,22.5,4,90.0,TXN-12054
AZI-2307-67,2023-07-26,Azithral 500,118.5,1,118.5,TXN-12055
DOL-2306-47,2023-07-27,Dolo 650,30.0,7,210.0,TXN-12056
GEN-12057,2023-07-27,Glycomet 500,22.5,5,112.5,TXN-12057
TEL-2306-65,2023-07-27,Telma 40,220.0,4,880.0,TXN-12058
TEL-2306-65,2023-07-27,Telma 40,220.0,1,220.0,TXN-12059
PAN-2307-94,2023-07-27,Pan 40,155.0,3,465.0,TXN-12060
DOL-2307-98,2023-07-27,Dolo 650,30.0,6,180.0,TXN-12061
PAN-2306-73,2023-07-27,Pan 40,155.0,5,775.0,TXN-12062
DOL-2307-98,2023-07-27,Dolo 650,30.0,8,240.0,TXN-12063
AZI-2307-67,2023-07-27,Azithral 500,118.5,4,474.0,TXN-12064
GLY-2306-20,2023-07-27,Glycomet 500,22.5,4,90.0,TXN-12065
GLY-2307-43,2023-07-27,Glycomet 500,22.5,3,67.5,TXN-12066
ALL-2307-16,2023-07-28,Allegra 120,198.0,3,594.0,TXN-12067
TEL-2306-65,2023-07-28,Telma 40,220.0,4,880.0,TXN-12068
DOL-2307-98,2023-07-28,Dolo 650,30.0,5,150.0,TXN-12069
DOL-2307-25,2023-07-28,Dolo 650,30.0,8,240.0,TXN-12070
GLY-2307-71,2023-07-28,Glycomet 500,22.5,4,90.0,TXN-12071
GLY-2306-20,2023-07-28,Glycomet 500,22.5,3,67.5,TXN-12072
DOL-2307-25,2023-07-28,Dolo 650,30.0,5,150.0,TXN-12073
GLY-2307-71,2023-07-28,Glycomet-500,22.5,5,112.5,TXN-12074
DOL-2307-98,2023-07-28,Dolo 650,30.0,6,180.0,TXN-12075
AZI-2306-16,2023-07-29,Azithral 500,118.5,4,474.0,TXN-12076
TEL-2307-62,2023-07-29,Telma 40,220.0,4,880.0,TXN-12077
ALL-2307-16,2023-07-29,Allegra 120,198.0,2,396.0,TXN-12078
PAN-2307-94,2023-07-29,Pan 40,155.0,2,310.0,TXN-12079
TEL-2306-65,2023-07-29,Telma 40,220.0,2,440.0,TXN-12080
ALL-2307-16,2023-07-29,Allegra 120,198.0,5,990.0,TXN-12081
GEN-12082,2023-07-29,Allegra 120,198.0,5,990.0,TXN-12082
ALL-2306-84,2023-07-29,Allegra 120,198.0,2,396.0,TXN-12083
PAN-2306-73,2023-07-29,Pan 40,155.0,5,775.0,TXN-12084
ALL-2307-16,2023-07-30,Allegra 120,198.0,1,198.0,TXN-12085
ALL-2307-47,2023-07-30,Allegra 120,198.0,2,396.0,TXN-12086
TEL-2306-65,2023-07-30,Telma 40,220.0,2,440.0,TXN-12087
DOL-2307-98,2023-07-30,Dolo 650,30.0,8,240.0,TXN-12088
AZI-2307-51,2023-07-30,Azithral 500,118.5,3,355.5,TXN-12089
GLY-2307-71,2023-07-30,Glycomet 500,22.5,2,45.0,TXN-12090
AZI-2306-16,2023-07-30,Azithral 500,118.5,3,355.5,TXN-12091
DOL-2307-98,2023-07-30,Dolo 650,30.0,8,240.0,TXN-12092
ALL-2307-47,2023-07-30,Allegra 120,198.0,1,198.0,TXN-12093
GLY-2306-20,2023-07-31,Glycomet-500,22.5,3,67.5,TXN-12094
ALL-2307-47,2023-07-31,Allegra 120,198.0,1,198.0,TXN-12095
AZI-2306-16,2023-07-31,Azithral 500,118.5,5,592.5,TXN-12096
AZI-2307-67,2023-07-31,Azithral 500,118.5,5,592.5,TXN-12097
GLY-2306-20,2023-07-31,Glycomet 500,22.5,4,90.0,TXN-12098
DOL-2307-98,2023-08-01,Dolo 650,30.0,7,210.0,TXN-12099
PAN-2307-94,2023-08-01,Pan 40,155.0,3,465.0,TXN-12100
ALL-2307-47,2023-08-01,Allegra 120,198.0,5,990.0,TXN-12101
AZI-2307-51,2023-08-01,Azithral 500,118.5,2,237.0,TXN-12102
DOL-2307-25,2023-08-01,Dolo 650,30.0,4,120.0,TXN-12103
GEN-12104,2023-08-01,Allegra 120,198.0,3,594.0,TXN-12104
GLY-2306-20,2023-08-01,Glycomet 500,22.5,1,22.5,TXN-12105
GLY-2306-20,2023-08-02,Glycomet 500,22.5,4,90.0,TXN-12106
GLY-2307-43,2023-08-02,Glycomet 500,22.5,5,112.5,TXN-12107
GLY-2307-43,2023-08-02,Glycomet 500,22.5,1,22.5,TXN-12108
ALL-2307-16,2023-08-02,Allegra 120,198.0,3,594.0,TXN-12109
ALL-2307-47,2023-08-02,Allegra 120,198.0,4,792.0,TXN-12110
TEL-2307-85,2023-08-02,Telma 40,220.0,3,660.0,TXN-12111
DOL-2307-98,2023-08-02,Dolo 650,30.0,8,240.0,TXN-12112
DOL-2307-98,2023-08-02,Dolo 650,30.0,7,210.0,TXN-12113
TEL-2307-62,2023-08-02,Telma 40,220.0,3,660.0,TXN-12114
ALL-2307-47,2023-08-03,Allegra 120,198.0,1,198.0,TXN-12115
TEL-2307-85,2023-08-03,Telma 40,220.0,5,1100.0,TXN-12116
AZI-2308-85,2023-08-03,Azithral 500,118.5,1,118.5,TXN-12117
PAN-2307-41,2023-08-03,Pan 40,155.0,3,465.0,TXN-12118
ALL-2307-47,2023-08-03,Allegra 120,198.0,3,594.0,TXN-12119
PAN-2307-41,2023-08-04,Pan 40,155.0,4,620.0,TXN-12120
AZI-2308-85,2023-08-04,Azithral 500,1185.0,5,5925.0,TXN-12121
TEL-2307-62,2023-08-04,Telma 40,220.0,1,220.0,TXN-12122
GLY-2308-59,2023-08-04,Glycomet 500,22.5,2,45.0,TXN-12123
TEL-2308-27,2023-08-04,Telma 40,220.0,4,880.0,TXN-12124
PAN-2307-41,2023-08-04,Pan 40,155.0,3,465.0,TXN-12125
GLY-2307-43,2023-08-04,Glycomet 500,22.5,5,112.5,TXN-12126
DOL-2307-98,2023-08-04,Dolo 650,30.0,4,120.0,TXN-12127
AZI-2307-51,2023-08-05,Azithral 500,118.5,5,592.5,TXN-12128
GEN-12129,2023-08-05,Pan 40,155.0,3,465.0,TXN-12129
GLY-2307-43,2023-08-05,Glycomet 500,22.5,4,90.0,TXN-12130
GEN-12131,2023-08-05,Pan 40,155.0,1,155.0,TXN-12131
DOL-2307-98,2023-08-05,Dolo 650,30.0,7,210.0,TXN-12132
TEL-2307-85,2023-08-05,Telma 40,220.0,1,220.0,TXN-12133
PAN-2307-41,2023-08-05,Pan 40,155.0,3,465.0,TXN-12134
TEL-2307-62,2023-08-05,Telma 40,220.0,3,660.0,TXN-12135
ALL-2307-16,2023-08-05,Allegra 120,198.0,2,396.0,TXN-12136
DOL-2307-98,2023-08-05,Dolo 650,30.0,4,120.0,TXN-12137
GLY-2307-43,2023-08-05,Glycomet 500,22.5,1,22.5,TXN-12138
ALL-2307-16,2023-08-05,Allegra 120,198.0,2,396.0,TXN-12139
TEL-2307-62,2023-08-05,Telma 40,220.0,2,440.0,TXN-12140
DOL-2307-25,2023-08-05,Dolo 650,30.0,7,210.0,TXN-12141
PAN-2307-41,2023-08-05,Pan 40,155.0,4,620.0,TXN-12142
PAN-2307-94,2023-08-06,Pan 40,155.0,1,155.0,TXN-12143
GEN-12144,2023-08-06,Azithral 500,118.5,5,592.5,TXN-12144
GEN-12145,2023-08-06,Allegra 120,198.0,3,594.0,TXN-12145
TEL-2307-85,2023-08-06,Telma 40,220.0,2,440.0,TXN-12146
PAN-2307-41,2023-08-06,Pan 40,155.0,4,620.0,TXN-12147
AZI-2308-85,2023-08-06,Azithral 500,118.5,4,474.0,TXN-12148
TEL-2307-62,2023-08-06,Telma 40,220.0,1,220.0,TXN-12149
GLY-2307-43,2023-08-06,Glycomet 500,22.5,3,67.5,TXN-12150
DOL-2308-32,2023-08-06,Dolo 650,30.0,6,180.0,TXN-12151
AZI-2307-67,2023-08-06,Azithral 500,118.5,2,237.0,TXN-12152
ALL-2308-46,2023-08-06,Allegra 120,198.0,5,990.0,TXN-12153
